date,Topic 1: Central Banks,Topic 2: News,Topic 3: Emerging Markets,Topic 4: Eurozone,Topic 5: Private Investment,Topic 6: Miscellaneous,Topic 7: Financial Markets,Topic 8: Companies,Topic 9: German Politics,Topic 10: Raw Materials
2001-01-01,0.000011939611,0.000010106800,0.0000078120714,0.000008784528,0.000009403119,0.000010561964,0.000012058467,0.000004354446,0.0000062250755,0.000012799965
2001-02-01,0.000011706682,0.000011266631,0.0000132241901,0.000012813476,0.000008966366,0.000012636122,0.000014065620,0.000002698978,0.0000053619510,0.000010590553
2001-03-01,0.000011335439,0.000010313459,0.0000125376285,0.000009223901,0.000006966535,0.000012189065,0.000008664302,0.000002959236,0.0000058034696,0.000010694034
2001-04-01,0.000015764050,0.000009773352,0.0000130315960,0.000013943794,0.000005836135,0.000016334001,0.000006952577,0.000003365886,0.0000087355716,0.000008379525
2001-05-01,0.000016307863,0.000011819075,0.0000085809526,0.000009853331,0.000009673837,0.000013365036,0.000015187475,0.000003707122,0.0000092251031,0.000012317025
2001-06-01,0.000015162927,0.000017673852,0.0000114714488,0.000019449177,0.000009805489,0.000015585410,0.000012144125,0.000004543934,0.0000159000244,0.000013958403
2001-07-01,0.000010292154,0.000012237204,0.0000117169683,0.000015844537,0.000006251063,0.000014434822,0.000009936637,0.000003987558,0.0000113449792,0.000008417110
2001-08-01,0.000010566100,0.000013564462,0.0000089804532,0.000010564770,0.000006564737,0.000011096866,0.000007204582,0.000004621255,0.0000058783325,0.000006369191
2001-09-01,0.000007118984,0.000009255698,0.0000049109493,0.000007292192,0.000008217907,0.000007762327,0.000007140817,0.000003487444,0.0000069181215,0.000008580334
2001-10-01,0.000010139955,0.000009620900,0.0000047314340,0.000011709379,0.000009036453,0.000008096433,0.000008571892,0.000002226076,0.0000062450024,0.000011391952
2001-11-01,0.000008479672,0.000012288526,0.0000064772613,0.000012404928,0.000006549460,0.000008738998,0.000005792110,0.000002395821,0.0000072920761,0.000009055789
2001-12-01,0.000010592566,0.000012280985,0.0000118160582,0.000016381844,0.000009572029,0.000015174185,0.000008563008,0.000002281454,0.0000090639199,0.000009520211
2002-01-01,0.000005181490,0.000010954146,0.0000118724915,0.000014421110,0.000009790066,0.000013278093,0.000004916096,0.000002613212,0.0000121659688,0.000008937718
2002-02-01,0.000004572769,0.000011470068,0.0000103724168,0.000009441359,0.000006590579,0.000010344392,0.000004700439,0.000003169955,0.0000049713490,0.000006958020
2002-03-01,0.000006931131,0.000010087355,0.0000097586373,0.000008013494,0.000007794349,0.000010429435,0.000009886917,0.000001981659,0.0000039138777,0.000008224622
2002-04-01,0.000007519137,0.000011234545,0.0000105456341,0.000009138372,0.000006734544,0.000013525026,0.000008720315,0.000004541217,0.0000083891079,0.000010925418
2002-05-01,0.000009067930,0.000014318211,0.0000102101420,0.000013450195,0.000007039855,0.000013098121,0.000009152298,0.000004077242,0.0000141705674,0.000009752608
2002-06-01,0.000008517625,0.000010477379,0.0000092738343,0.000007694468,0.000006055761,0.000009561407,0.000008010950,0.000003870818,0.0000034630430,0.000009544670
